Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power bhp,Max Power rpm,Max Torque Nm,Max Torque rpm,Make - Model
1950000,2020,45000,Diesel,Manual,Ludhiana,Grey,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,343.0,1400.0,Toyota - Innova 2.4 G 7 STR [2016-2017]
525000,2015,80852,Petrol,Automatic,Faridabad,Grey,Second,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,103.0,5000.0,175.0,1500.0,Volkswagen - Polo GT TSI
2100000,2018,75592,Diesel,Automatic,Hyderabad,White,First,Individual,2999.0,RWD,4825.0,1860.0,1840.0,7.0,65.0,174.0,3600.0,380.0,1800.0,Isuzu - MU-X 4x2
270000,2014,54420,Petrol,Manual,Jamshedpur,Silver,First,Individual,998.0,FWD,3620.0,1475.0,1460.0,5.0,35.0,67.0,6200.0,90.0,3500.0,Maruti Suzuki - Alto VXi
894999,2015,39780,Petrol,Automatic,Mumbai,White,First,Individual,1798.0,FWD,4620.0,1775.0,1475.0,5.0,55.0,138.0,6400.0,173.0,4000.0,Toyota - Corolla Altis G AT Petrol
335000,2013,78301,Petrol,Automatic,Pune,Grey,Second,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,79.0,6000.0,112.7619,4000.0,Hyundai - i10 Sportz 1.2 AT Kappa2
1000000,2018,38000,Diesel,Manual,Mumbai,White,First,Individual,2179.0,RWD,4788.0,1903.0,1791.0,7.0,60.0,148.0,4000.0,320.0,1700.0,Tata - Hexa XE 4x2 7 STR
220000,2009,126535,Petrol,Manual,Hyderabad,Gold,First,Individual,1197.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,80.0,5200.0,111.0,4000.0,Hyundai - i10 Sportz 1.2
960000,2016,37079,Petrol,Automatic,Thane,Red,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,122.0,6400.0,154.0,4850.0,Hyundai - Creta 1.6 SX Plus AT Petrol
7200000,2018,87200,Diesel,Automatic,Bangalore,White,First,Individual,2987.0,AWD,5130.0,1934.0,1850.0,7.0,100.0,255.0,3400.0,620.0,1600.0,Mercedes-Benz - GLS 350 d
1300000,2014,51000,Diesel,Automatic,Raipur,Gold,Second,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750.0,Audi - Q3 2.0 TDI quattro Premium Plus
375000,2013,39000,Petrol,Manual,Delhi,Red,First,Individual,1198.0,FWD,3970.0,1682.0,1453.0,5.0,45.0,74.0,5400.0,110.0,3750.0,Volkswagen - Polo Comfortline 1.2L (P)
300000,2011,90000,Petrol,Manual,Pune,White,Second,Individual,,,,,,,,,,,,Maruti Suzuki - Ritz VXI BS-IV
3299000,2017,29999,Diesel,Automatic,Bangalore,Blue,First,Individual,1999.0,RWD,4795.0,1967.0,1416.0,5.0,56.0,177.0,4000.0,430.0,1750.0,Jaguar - XE Prestige Diesel
565000,2014,100472,Diesel,Manual,Ranchi,White,First,Individual,1948.0,,4810.0,1918.0,1925.0,7.0,65.0,90.0,4300.0,190.0,3000.0,Tata - Safari 4x2 EX TCIC
1798999,2016,84700,Diesel,Automatic,Karnal,White,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750.0,Audi - Q3 35 TDI Premium + Sunroof
189000,2008,19759,Petrol,Manual,Chennai,Blue,First,Individual,796.0,,3495.0,1475.0,1460.0,5.0,35.0,47.0,6200.0,62.0,3000.0,Maruti Suzuki - Alto LXi BS-III
1875000,2014,66000,Diesel,Automatic,Mumbai,Green,First,Individual,,,,,,,,,,,,Jaguar - XF 3.0 V6 Premium Luxury
545000,2014,56000,Petrol,Manual,Noida,Red,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,121.0,6300.0,158.0,4200.0,Hyundai - Verna Fluidic 1.6 VTVT SX Opt
1085000,2022,3383,Petrol,Manual,Mumbai,Blue,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,118.0,6000.0,172.0,1500.0,Hyundai - Venue SX 1.0 Turbo iMT
725000,2018,42000,Diesel,Manual,Lucknow,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750.0,Maruti Suzuki - Vitara Brezza VDi
1090000,2012,65000,Diesel,Automatic,Delhi,Silver,Second,Individual,1995.0,AWD,4648.0,1881.0,1661.0,5.0,67.0,184.0,4000.0,380.0,1750.0,BMW - X3 xDrive20d
900000,2019,17000,Petrol,Manual,Ahmedabad,White,First,Individual,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,89.0,6000.0,110.0,4800.0,Honda - WR-V VX MT Petrol
3400000,2016,38000,Diesel,Automatic,Coimbatore,White,Second,Individual,1995.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,188.0,4000.0,400.0,1750.0,BMW - 5-Series 520d Luxury Line [2017-2019]
295000,2014,62500,Diesel,Manual,Varanasi,Bronze,First,Individual,1498.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,99.0,3600.0,200.0,1750.0,Honda - Amaze 1.5 S i-DTEC
2251000,2021,30229,Diesel,Automatic,Mumbai,White,First,Individual,1956.0,FWD,4598.0,1894.0,1706.0,5.0,50.0,168.0,3750.0,350.0,1750.0,Tata - Harrier XZA Plus Dual Tone
9300000,2019,9000,Petrol,Automatic,Pune,Blue,First,Corporate,3436.0,AWD,4491.0,1852.0,1304.0,4.0,68.0,325.0,7400.0,390.0,5600.0,Porsche - 911 Carrera 4
430000,2016,26600,CNG,Manual,Pune,Brown,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,58.0,6200.0,77.0,3500.0,Maruti Suzuki - Wagon R LXI CNG (O)
600000,2017,86000,Diesel,Manual,Yamunanagar,Brown,Second,Individual,1248.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,89.0,4000.0,200.0,1750.0,Maruti Suzuki - Ciaz Delta 1.3 Hybrid
1595000,2017,86000,Petrol,Automatic,Bangalore,Blue,First,Individual,1999.0,FWD,4475.0,1850.0,1660.0,5.0,62.0,153.0,6200.0,192.0,4000.0,Hyundai - Tucson GL 2WD AT Petrol
290000,2014,125000,Diesel,Manual,Jamshedpur,Silver,First,Individual,,,,,,,,,,,,Volkswagen - Polo 1.2 TDI
375000,2013,29135,Petrol,Manual,Panchkula,White,First,Individual,1197.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,83.0,6000.0,113.0,4000.0,Hyundai - i20 Sportz 1.2
1200000,2015,50965,Diesel,Automatic,Kolkata,White,First,Corporate,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,150.0,3500.0,350.0,1500.0,Volvo - V40 D3 Kinetic
1525000,2014,72000,Diesel,Automatic,Delhi,White,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,360.0,1400.0,Toyota - Fortuner 3.0 4x2 AT
2675000,2016,28000,Petrol,Automatic,Gurgaon,Silver,First,Individual,1991.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,181.0,5500.0,300.0,1200.0,Mercedes-Benz - C-Class C 200 Avantgarde
545000,2015,42000,Petrol,Automatic,Delhi,White,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,89.0,6000.0,110.0,4800.0,Honda - Jazz V AT Petrol
7900000,2017,11850,Diesel,Automatic,Vadodara,White,First,Individual,2925.0,RWD,5246.0,1899.0,1494.0,5.0,70.0,282.0,3600.0,600.0,1600.0,Mercedes-Benz - S-Class S 350D [2018-2020]
195000,2010,32000,Petrol,Manual,Gurgaon,Silver,First,Individual,1198.0,FWD,3900.0,1695.0,1535.0,5.0,42.0,89.0,6200.0,110.0,4800.0,Honda - Jazz S
4550000,2021,24000,Diesel,Automatic,Delhi,White,First,Individual,1995.0,RWD,4709.0,1827.0,1435.0,5.0,59.0,188.0,4000.0,400.0,1750.0,BMW - 3-Series 320d Luxury Edition
2499000,2015,50623,Diesel,Automatic,Kolkata,Gold,Second,Individual,2179.0,AWD,4465.0,1900.0,1635.0,5.0,57.0,188.0,3500.0,420.0,1750.0,Land Rover - Evoque HSE Dynamic
210000,2012,85000,Diesel,Manual,Kanpur,White,Fourth,Individual,2489.0,,4520.0,1850.0,1895.0,7.0,55.0,95.0,3600.0,220.0,1400.0,Mahindra - Xylo D2 BS-IV
1097000,2022,1700,Diesel,Manual,Mumbai,White,First,Individual,1493.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,99.0,4000.0,240.0,1500.0,Hyundai - Venue SX 1.5 CRDi
1095000,2020,43260,Petrol,Automatic,Bangalore,Red,First,Individual,1197.0,FWD,3971.0,1682.0,1469.0,5.0,45.0,103.0,5000.0,175.0,1500.0,Volkswagen - Polo GT TSI
325000,2015,67738,CNG,Manual,Delhi,White,Second,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,58.0,6200.0,77.0,3500.0,Maruti Suzuki - Wagon R LXI CNG
1375000,2019,69000,Diesel,Manual,Lucknow,Black,First,Individual,2179.0,AWD,4456.0,1820.0,1995.0,7.0,60.0,140.0,3750.0,320.0,1500.0,Mahindra - Scorpio S11 4WD 7 STR
975000,2012,93417,Diesel,Automatic,Lucknow,White,First,Individual,,,,,,,,,,,,Audi - A4 2.0 TDI (143 bhp)
745000,2021,14722,Petrol,Manual,Bangalore,White,First,Individual,1197.0,FWD,3845.0,1735.0,1530.0,5.0,37.0,89.0,6000.0,113.0,4400.0,Maruti Suzuki - Swift VXi
2175000,2017,29000,Diesel,Manual,Mysore,Bronze,First,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,148.0,3400.0,343.0,1400.0,Toyota - Innova 2.4 VX 7 STR [2016-2020]
1250000,2017,60200,Petrol,Automatic,Thane,White,First,Corporate,1368.0,FWD,4395.0,1818.0,1640.0,5.0,60.0,160.0,5500.0,250.0,2500.0,Jeep - Compass Limited (O) 1.4 Petrol AT [2017-2020]
500000,2017,140000,Diesel,Manual,Warangal,Grey,First,Individual,1248.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,74.0,4000.0,190.0,2000.0,Maruti Suzuki - Swift VDi
625000,2017,23798,Petrol,Manual,Ahmedabad,Brown,First,Individual,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,89.0,6000.0,110.0,4800.0,Honda - WR-V S MT Petrol
250000,2011,55000,Petrol,Manual,Kolkata,Silver,First,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,118.0,6600.0,146.0,4600.0,Honda - City 1.5 S MT
650000,2017,51000,Petrol,Automatic,Rohtak,White,First,Individual,1197.0,FWD,4384.0,1699.0,1466.0,5.0,55.0,103.0,5000.0,175.0,1500.0,Volkswagen - Vento TSI
310000,2014,49000,Petrol,Manual,Delhi,Brown,Second,Individual,1198.0,FWD,3610.0,1680.0,1500.0,5.0,35.0,87.0,6000.0,109.0,4500.0,Honda - Brio S MT
600000,2017,48000,Petrol,Manual,Mumbai,Black,First,Individual,1498.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,105.0,5600.0,142.0,4000.0,Renault - Duster RXL Petrol
1400000,2013,121000,Diesel,Automatic,Kanpur,Blue,First,Individual,1995.0,RWD,4899.0,2094.0,1464.0,5.0,,184.0,4000.0,380.0,1750.0,BMW - 5-Series 520d Sedan
295000,2013,74000,Diesel,Manual,Hyderabad,Maroon,First,Individual,1498.0,FWD,4291.0,1722.0,1496.0,5.0,43.0,89.0,3750.0,204.0,2000.0,Ford - Fiesta Style Diesel [2011-2014]
484999,2012,102000,Diesel,Manual,Mumbai,Grey,Second,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,140.0,3750.0,330.0,2800.0,Mahindra - XUV500 W8
4250000,2018,32000,Petrol,Automatic,Mumbai,Blue,First,Individual,1998.0,RWD,4936.0,1868.0,1479.0,5.0,57.0,248.0,5200.0,350.0,1450.0,BMW - 5-Series 530i Sport Line
1550000,2020,48400,Electric,Automatic,Bangalore,White,First,Individual,,FWD,3993.0,1811.0,1606.0,5.0,,,,,,Tata - Nexon EV XZ Plus
375000,2013,97000,Diesel,Manual,Ambala Cantt,Black,First,Individual,2179.0,RWD,4655.0,1965.0,1922.0,7.0,55.0,138.0,4000.0,320.0,1700.0,Tata - Safari 2.2 EX 4x2
1625000,2021,16000,Petrol,Automatic,Kolkata,Red,First,Individual,1353.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,138.0,6000.0,242.0,1500.0,Kia - Seltos GTX Plus AT 1.4 [2019-2020]
5350000,2016,55700,Diesel,Automatic,Navi Mumbai,Silver,First,Corporate,2967.0,AWD,4855.0,1939.0,1705.0,5.0,85.0,241.0,3800.0,550.0,1750.0,Porsche - Cayenne Platinum Edition Diesel
4250000,2017,80000,Diesel,Automatic,Thane,White,First,Individual,2993.0,AWD,4922.0,2004.0,1745.0,5.0,80.0,262.0,4000.0,620.0,1500.0,BMW - X5 xDrive30d xLine
480000,2014,115000,Diesel,Manual,Pune,White,First,Individual,1498.0,FWD,3999.0,1765.0,1708.0,5.0,52.0,89.0,3750.0,204.0,2000.0,Ford - Ecosport Trend 1.5 TDCi
590000,2020,74000,Petrol,Manual,Ahmedabad,White,First,Individual,1197.0,FWD,3805.0,1680.0,1520.0,5.0,37.0,82.0,6000.0,114.0,4000.0,Hyundai - Grand i10 NIOS Magna 1.2 Kappa VTVT
561000,2015,61000,Diesel,Manual,Ahmedabad,Silver,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,89.0,4000.0,220.0,1500.0,Hyundai - Elite i20 Sportz 1.4
725000,2014,104814,Petrol,Manual,Mumbai,Grey,First,Individual,1798.0,FWD,4540.0,1760.0,1480.0,5.0,55.0,138.0,6400.0,173.0,4000.0,Toyota - Corolla Altis 1.8 G
645000,2013,17000,Petrol,Manual,Pune,White,First,Individual,1797.0,FWD,4530.0,1775.0,1470.0,5.0,56.0,147.0,6500.0,177.0,4700.0,Hyundai - Elantra 1.8 SX MT
1695000,2015,60000,Diesel,Automatic,Delhi,White,Second,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750.0,Audi - Q3 35 TDI Premium + Sunroof
450000,2016,45000,Petrol,Manual,Delhi,White,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000.0,Maruti Suzuki - Swift Lxi (O) [2014-2017]
1375000,2016,75811,Diesel,Manual,Bangalore,Black,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,138.0,3750.0,330.0,1600.0,Mahindra - XUV500 W10
1700000,2021,3813,Petrol,Manual,Chennai,Red,First,Individual,1997.0,AWD,3985.0,1820.0,1855.0,4.0,57.0,150.0,5000.0,300.0,1250.0,Mahindra - Thar AX 4-STR Convertible Petrol MT
525000,2016,64928,Petrol,Manual,Mumbai,Red,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000.0,Maruti Suzuki - Swift VXi [2014-2017]
590000,2018,68500,Diesel,Manual,Varanasi,Grey,First,Individual,1248.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,74.0,4000.0,190.0,2000.0,Maruti Suzuki - DZire VDi
1495000,2014,85000,Diesel,Automatic,Delhi,White,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,169.0,3600.0,360.0,1400.0,Toyota - Fortuner 3.0 4x2 AT
3300000,2017,41296,Diesel,Automatic,Mumbai,Blue,First,Individual,1995.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,190.0,4000.0,400.0,1750.0,BMW - 5-Series 520d M Sport
385000,2013,72567,Diesel,Manual,Samastipur,White,First,Individual,1498.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,99.0,3600.0,200.0,1750.0,Honda - Amaze 1.5 SX i-DTEC
535000,2020,4295,Petrol,Manual,Samastipur,Silver,First,Individual,998.0,FWD,3636.0,1475.0,1670.0,5.0,35.0,67.0,6200.0,90.0,3500.0,Maruti Suzuki - Wagon R VXI+
875000,2018,82000,Diesel,Manual,Ahmedabad,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,4000.0,200.0,1750.0,Maruti Suzuki - Vitara Brezza ZDi Plus
295000,2010,33000,Petrol,Manual,Mumbai,Grey,First,Individual,1298.0,FWD,4160.0,1690.0,1530.0,5.0,43.0,87.0,6000.0,113.0,4500.0,Maruti Suzuki - Swift DZire LXi
235000,2011,54000,Petrol,Manual,Nashik,Black,First,Individual,1368.0,,4560.0,1730.0,1487.0,5.0,45.0,90.0,6000.0,115.0,4500.0,Fiat - Linea Emotion 1.4
969999,2018,68000,Diesel,Manual,Kanpur,Black,First,Individual,1582.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,126.0,4000.0,260.0,1500.0,Hyundai - Creta SX 1.6 CRDi (O)
1700000,2022,8530,Petrol,Automatic,Pune,White,UnRegistered Car,Individual,1498.0,FWD,4549.0,1748.0,1489.0,5.0,40.0,119.0,6600.0,145.0,4300.0,Honda - City ZX CVT Petrol
1789999,2018,46000,Petrol,Automatic,Delhi,Black,First,Individual,1999.0,FWD,4475.0,1850.0,1660.0,5.0,62.0,153.0,6200.0,192.0,4000.0,Hyundai - Tucson GLS 2WD AT Petrol
1964999,2020,26000,Petrol,Manual,Delhi,Silver,First,Individual,2694.0,RWD,4735.0,1830.0,1795.0,7.0,65.0,164.0,5200.0,245.0,4000.0,Toyota - Innova 2.7 VX 7 STR [2016-2020]
4000000,2014,39394,Petrol,Automatic,Jaipur,White,Second,Individual,1984.0,AWD,4198.0,1842.0,1353.0,2.0,60.0,208.0,4300.0,350.0,1600.0,Audi - TT 2.0 TFSI Quattro
484999,2018,35000,Petrol,Automatic,Patna,Blue,First,Individual,1199.0,FWD,3746.0,1647.0,1535.0,5.0,35.0,84.0,6000.0,114.0,3500.0,Tata - Tiago Revotron XTA [2017-2019]
580000,2019,17881,Petrol,Manual,Ranchi,Grey,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,6000.0,115.0,4000.0,Maruti Suzuki - Swift VXi [2014-2017]
450000,2014,48409,Petrol,Manual,Ranchi,White,Second,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,6600.0,145.0,4600.0,Honda - City E [2013-2016]
355000,2020,40000,Petrol,Manual,Deoghar,White,First,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,47.0,6000.0,69.0,3500.0,Maruti Suzuki - Alto 800 Vxi (Airbag)
2375000,2017,61643,Diesel,Automatic,Dehradun,Blue,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,174.0,4200.0,380.0,1750.0,Audi - Q3 35 TDI Premium + Sunroof
6500000,2020,21000,Petrol,Automatic,Gurgaon,White,Second,Individual,1991.0,RWD,4686.0,1810.0,1409.0,4.0,59.0,241.0,5500.0,370.0,1300.0,Mercedes-Benz - C-Class Cabriolet C 300
1050000,2022,1500,Petrol,Manual,Kolkata,Black,First,Individual,1199.0,FWD,3993.0,1811.0,1606.0,5.0,44.0,118.0,5500.0,170.0,1750.0,Tata - Nexon XZ Plus Dark Edition
445000,2014,38985,Diesel,Manual,Noida,Silver,First,Individual,1498.0,FWD,3998.0,1765.0,1647.0,5.0,52.0,99.0,3750.0,205.0,1750.0,Ford - Ecosport Ambiente 1.5L TDCi
495000,2015,52000,Petrol,Manual,Noida,Brown,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,89.0,6000.0,110.0,4800.0,Honda - Jazz SV Petrol
275000,2011,42000,Petrol,Manual,Pune,Grey,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,79.0,6000.0,112.7619,4000.0,Hyundai - i10 Sportz 1.2 Kappa2
465000,2014,29442,Petrol,Automatic,Mumbai,Silver,First,Individual,1198.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,87.0,6000.0,109.0,4500.0,Honda - Amaze 1.2 VX AT i-VTEC
1050000,2017,71800,Diesel,Manual,Lucknow,Black,First,Individual,1956.0,FWD,4395.0,1818.0,1640.0,5.0,60.0,171.0,3750.0,350.0,1750.0,Jeep - Compass Limited (O) 2.0 Diesel [2017-2020]
4900000,2022,5000,Petrol,Automatic,Delhi,White,First,Individual,1497.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,181.0,5800.0,280.0,1600.0,Mercedes-Benz - C-Class C 200 Progressive [2018-2020]
695000,2020,18000,CNG,Manual,Ghaziabad,Green,First,Individual,1197.0,FWD,3805.0,1680.0,1520.0,5.0,60.0,68.0,6000.0,95.0,4000.0,Hyundai - Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG
3210000,2018,37000,Diesel,Automatic,Delhi,White,First,Individual,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,174.0,3400.0,450.0,1600.0,Toyota - Fortuner 2.8 4x2 AT [2016-2020]
269000,2009,85000,Petrol,Manual,Mohali,White,Second,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,118.0,6600.0,146.0,4600.0,Honda - City 1.5 S MT
445000,2018,65555,Diesel,Manual,Varanasi,White,Second,Individual,1186.0,FWD,3995.0,1660.0,1520.0,5.0,43.0,74.0,4000.0,190.0,1750.0,Hyundai - Xcent E Plus CRDi
5950000,2021,35000,Diesel,Automatic,Delhi,Beige,First,Individual,1999.0,AWD,4371.0,1996.0,1649.0,5.0,66.5,177.0,4000.0,430.0,1750.0,Land Rover - Evoque SE R-Dynamic
3800000,2018,87000,Diesel,Automatic,Raipur,Blue,First,Individual,1995.0,AWD,4657.0,1881.0,1678.0,5.0,67.0,190.0,4000.0,400.0,1750.0,BMW - X3 xDrive 20d Luxury Line [2018-2020]
1000000,2018,42000,Petrol,Automatic,Kolkata,White,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,122.0,6400.0,154.0,4850.0,Hyundai - Creta 1.6 SX Plus AT Petrol
1490000,2018,68000,Diesel,Manual,Ludhiana,White,Second,Individual,2179.0,AWD,4456.0,1820.0,1995.0,7.0,60.0,140.0,3750.0,320.0,1500.0,Mahindra - Scorpio S11 4WD 7 STR
1550000,2022,600,Petrol,Manual,Kolkata,Orange,First,Individual,1498.0,FWD,4323.0,1809.0,1650.0,5.0,48.0,108.0,6000.0,144.0,4400.0,MG - Astor Sharp EX 1.5 MT
199000,2011,192326,Diesel,Manual,Ranchi,White,Third,Individual,2179.0,,4421.0,1780.0,1940.0,7.0,65.0,120.0,4000.0,250.0,1500.0,Tata - Grande GX
575000,2013,82000,Petrol,Manual,Varanasi,Gold,UnRegistered Car,Individual,1998.0,,4555.0,1770.0,1755.0,8.0,55.0,136.0,5600.0,182.0,4000.0,Toyota - Innova 2.0 V
484999,2017,86006,Diesel,Manual,Gurgaon,White,First,Individual,1364.0,FWD,3884.0,1695.0,1510.0,5.0,45.0,67.0,3800.0,170.0,1800.0,Toyota - Etios Liva VD Dual Tone
425000,2014,75000,Diesel,Manual,Kanpur,White,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,200.0,1750.0,Honda - City SV Diesel
1150000,2014,99000,Diesel,Manual,Ludhiana,Silver,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,8.0,60.0,120.0,4000.0,280.0,1800.0,Mahindra - Scorpio S10
3195000,2021,21651,Petrol,Automatic,Mumbai,Blue,First,Individual,1798.0,FWD,4861.0,1864.0,1483.0,5.0,66.0,177.0,5100.0,250.0,1250.0,Skoda - Superb L&K TSI AT
725000,2016,84000,Diesel,Manual,Aurangabad,White,First,Individual,1396.0,FWD,3995.0,1760.0,1555.0,5.0,45.0,89.0,4000.0,220.0,1500.0,Hyundai - i20 Active 1.4 SX
2450000,2014,65000,Diesel,Automatic,Chandigarh,White,Second,Individual,2997.0,AWD,4804.0,2141.0,1796.0,5.0,70.0,254.0,3600.0,619.0,1600.0,Mercedes-Benz - M-Class ML 350 CDI
741000,2017,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,91.0,6000.0,130.0,4000.0,Maruti Suzuki - Ciaz Zeta 1.4 AT
7350000,2022,17000,Diesel,Automatic,Surat,Grey,First,Individual,1950.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,192.0,3800.0,400.0,1600.0,Mercedes-Benz - E-Class E 220d Exclusive [2019-2019]
1550000,2020,28000,Diesel,Manual,Delhi,Black,First,Individual,2184.0,AWD,3985.0,1820.0,1920.0,6.0,57.0,130.0,3750.0,300.0,1600.0,Mahindra - Thar AX 6-STR Soft Top Diesel MT
645000,2015,64000,Diesel,Manual,Raipur,White,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,200.0,1750.0,Honda - City S Diesel
550000,2014,85000,Diesel,Manual,Jaipur,Silver,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,99.0,3600.0,200.0,1750.0,Honda - City SV Diesel
595000,2017,35000,Petrol,Automatic,Mumbai,Blue,Third,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000.0,Maruti Suzuki - Baleno Alpha 1.2 AT
1595000,2015,44000,Diesel,Automatic,Mumbai,Blue,First,Individual,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,150.0,3500.0,350.0,1500.0,Volvo - V40 Cross Country D3
500000,2017,32000,Petrol,Automatic,Chennai,Orange,Second,Individual,998.0,FWD,3715.0,1635.0,1565.0,5.0,35.0,67.0,6000.0,90.0,3500.0,Maruti Suzuki - Celerio X Zxi AMT [2017-2019]
345000,2016,49857,Petrol,Manual,Faridabad,White,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,67.0,6200.0,90.0,3500.0,Maruti Suzuki - Wagon R LXI ABS
299000,2013,46000,Petrol,Manual,Varanasi,White,First,Individual,998.0,FWD,3636.0,1475.0,1670.0,5.0,35.0,67.0,6200.0,90.0,3500.0,Maruti Suzuki - Wagon R VXI+
160000,2008,50000,Petrol,Manual,Varanasi,Silver,Second,Individual,1061.0,FWD,3520.0,1475.0,1690.0,5.0,35.0,67.0,6200.0,84.0,3500.0,Maruti Suzuki - Wagon R LXi Minor
570000,2017,36000,Petrol,Automatic,Zirakpur,White,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,83.0,6000.0,115.0,4000.0,Maruti Suzuki - Baleno Delta 1.2 AT
800000,2021,13000,Petrol,Automatic,Dehradun,White,First,Individual,999.0,FWD,3991.0,1750.0,1605.0,5.0,40.0,99.0,5000.0,152.0,2200.0,Renault - Kiger RXT Turbo CVT
440000,2018,40000,Petrol,Manual,Kanpur,White,First,Individual,,,3655.0,1620.0,1675.0,5.0,32.0,,,,,Maruti Suzuki - Wagon R VXi 1.0 [2019-2019]
509999,2007,39000,Petrol,Automatic,Ludhiana,Silver,Third,Individual,,,,,,,,,,,,Mercedes-Benz - E-Class 200 K Classic
315000,2013,45000,Petrol,Manual,Chennai,Grey,First,Individual,998.0,FWD,3515.0,1500.0,1510.0,5.0,32.0,68.0,6200.0,94.0,3500.0,Hyundai - Eon 1.0 Kappa Magna + [2014-2016]
227000,2011,87513,Petrol,Manual,Salem,Blue,Second,Individual,796.0,,3495.0,1475.0,1460.0,5.0,35.0,47.0,6200.0,62.0,3000.0,Maruti Suzuki - Alto LXi BS-III
